NAME	wt.LICL.5|wt.MOCK_TREATED.5_Expression	wt.LICL.10|wt.MOCK_TREATED.10_Expression	wt.LICL.20|wt.MOCK_TREATED.20_Expression	wt.LICL.40|wt.MOCK_TREATED.40_Expression	wt.LICL.5|wt.MOCK_TREATED.5_Intron	wt.LICL.10|wt.MOCK_TREATED.10_Intron	wt.LICL.20|wt.MOCK_TREATED.20_Intron	wt.LICL.40|wt.MOCK_TREATED.40_Intron	wt.LICL.5|wt.MOCK_TREATED.5_Junction	wt.LICL.10|wt.MOCK_TREATED.10_Junction	wt.LICL.20|wt.MOCK_TREATED.20_Junction	wt.LICL.40|wt.MOCK_TREATED.40_Junction
RPL13A: protein biosynthesis	-0.0316551056983	-0.0636873679125	-0.345632901743	0.0584062240152	-1.20471196671	-0.993148854026	0	0.237854403909	-0.0375578174447	-0.0790273439014	-0.552037227521	-0.0593077471057
RPL43A: protein biosynthesis	0.00546735864625	0.216770016033	-0.0159247369374	-0.0533859149214	-1.25969728508	-1.34819668055	-0.516243839887	0.509303731459	-0.158116742381	0.0852879712487	0.0515004203428	0.0691802056501
RPL19A: protein biosynthesis	0.242244531814	0.242142675583	0.185735086632	-0.00362755499203	-1.46294947337	-1.46248879051	-0.215366111741	0.405363958596	0.03157408376	0.0717996232706	0.618202431509	0.205061488848
RPL23B: protein biosynthesis	0.0199571701994	0.133257499811	0.0561462988395	0.0789320929615	-0.688822661346	-0.977791775219	-0.0810511949273	0.261116195728	-0.219377067567	-0.0850404713687	0.0296431460051	0.395349831289
RPL17B: protein biosynthesis	-0.174578858917	0.0264103051668	-0.0923640841175	-0.19820240059	-1.07076312351	-1.27952767085	-0.16061901611	0.56828416748	-0.0697810808204	-0.155447604116	0.0236319538274	0.509931802732
RPL34A: protein biosynthesis	0.834084785241	0.153046592737	0.201340643347	0.137939631226	-1.14759369167	-1.07580612631	-0.74724422787	0.117081007332	0.0457589468456	-0.0564986560515	0	-0.312354042805
TUB1: mitotic sister chromatid segregation*	-0.0286586120729	0.205680857229	0.305198260828	0.245761335312	0.048755953872	0.0445059764926	-0.170956657458	0.0602704384595	0.102529825462	0.357322439773	0.339292981284	0.277336413316
RPS18A: protein biosynthesis	0.050810055245	0.0596884592958	0.137106855591	0.300552449717	-0.898868420362	-0.79323093834	-0.558077830702	-0.588087758826	-0.206157822387	-0.309174696205	0	0.424379982148
SNC1: endocytosis*	0.458482504698	0.56530033646	0.727546287773	0.46606846263	0.0282238351439	0.242584281308	0	-0.0622898485541	0.247365138965	0.5400676675	0.984287761153	0.871915295393
ARF2: ER to Golgi transport*	0.598179556486	0.6378807474	0.697525108842	0.725667126775	0.35417299308	0.402744254622	0.142794279845	-0.0495810349823	0.440436077475	0.559909434659	1.10791760278	1.06653331083
COX5B: mitochondrial electron transport, cytochrome c to oxygen*	1.07299631184	1.36784273758	1.38511427716	0.824534475315	0.653509737286	0.579651489732	-0.0642738425627	0.106868489207	1.00000053987	1.24611047258	1.43396288219	0.872693212775
SEC17: ER to Golgi transport*	0.664783743011	0.82461138737	1.07057894861	0.212839741526	0.0495912339163	0.184875887808	-0.85741520165	-0.558846466479	0.285086808987	0.332378306924	0.424209681374	0.333228586569
QCR9: aerobic respiration*	1.05706022486	1.04362594928	1.41957838669	0.239486850628	0.0168745450521	-0.0692853889001	-0.547687646062	-0.794340600403	0.983509679705	0.943130712915	2.0	0.340450112487
BIG1: cell wall biosynthesis (sensu Fungi)	0.33547269509	0.279139711664	0.106344430026	0.00359158111342	0.00294580152781	-0.153344453132	-0.773724562231	-0.637076226979	0.233820117319	-0.113214983391	0	0
YOS1: ER to Golgi transport	0.327066242655	-0.00977759678634	0.0392125649129	0.126234934759	-0.024105033252	-0.102075949767	-0.560480637398	0	0.232272702504	0.0755647975535	0	0.321884521775
RPS23A: protein biosynthesis*	0.45683521688	0.0708890551938	-0.0444575515929	0.0609471695424	-0.840468776155	-0.737139182704	-1.41514406734	-0.0379267727404	-0.0586545449958	-0.190143989418	-0.202031767931	-0.00362360925232
RPS30A: protein biosynthesis	0.195909570583	0.44856030205	0.514429889337	0.676605573462	-0.660717297421	-0.738769562255	-1.23086261896	0.148564330376	0.309171612745	0.398931175364	0.726539622585	0.184402356695
RPS16A: protein biosynthesis	0.335925625331	0.0784488874684	-0.0198137421524	-0.102519090309	-1.24629191231	-1.09602363534	-1.68317844501	-0.18848878666	-0.129632582569	0.0720088809982	0.114974412538	-0.283273304482
RPL21A: protein biosynthesis*	0.301342784747	0.148874717264	0.01907285463	-0.127140002719	-1.3246397131	-1.25709952843	-1.67807740208	-0.238472913921	-0.181243516743	-0.00680981529145	-0.0068998143575	-0.0624081067196
RPS9B: protein biosynthesis*	-0.149778995908	-0.0160224929622	-0.267131919155	-0.477240545502	-1.51021071867	-1.59640570481	-2.0	-0.683353907178	-0.0696136712788	-0.0194014926325	-0.052036106658	-0.106988934231
RPS0B: protein biosynthesis*	-0.101758312654	-0.0252688435747	-0.206073335848	-0.436316674858	-2.0	-1.95752661619	-2.0	-0.715321580283	0.187041344861	0.0317382091291	-0.427387320764	-0.31874882913
RPS19B: protein biosynthesis	0.111926525967	0.148469366478	-0.159730644124	-0.25009337942	-1.83233355492	-1.78964217326	-2.0	-0.132548314548	-0.0213795927047	0.137460604231	0.085800994967	-0.00831807914152
RPL27A: protein biosynthesis	-0.0433247131953	0.174797868271	0.196076856543	-0.0459292036514	-0.781660221566	-0.909861380036	-1.0424319624	0	-0.179278355924	-0.0643154702451	-0.257196083535	0.00920914078462
RPP1B: translational elongation*	-0.380996491848	-0.0325742570736	-0.143265054863	-0.0300716089143	-1.00642479558	-0.919895807479	-1.11815009781	-0.413342911745	-0.13945120798	-0.150703928185	-0.0522683272692	0.140669427861
RPL39: protein biosynthesis	0.255460260056	0.178488289819	-0.0210393836224	-0.22791498506	-0.822339546531	-0.66137838683	-0.426932241388	0.0406768408683	0.255678532326	0.140855629905	0.124119926417	-0.0473117018211
RPL6B: protein biosynthesis*	-0.108283998134	-0.133421356143	-0.110426651433	-0.325795421232	-1.13122324038	-0.796311549711	0	0.225113980591	0.12967331705	0.0208641401717	-0.143493591441	-0.33801410632
RPS10B: protein biosynthesis	0.0496055727844	0.24827199641	0.206408756206	-0.342972207229	-1.42980139219	-1.44168907386	-1.07678768757	0.551192219429	0.319306935841	0.297590734419	0.211185264482	-0.0911253880645
RPL31A: protein biosynthesis	-0.0560893693576	0.207712177979	0.219587633081	-0.142523010718	-0.662985265844	-0.450981326368	-0.759175667526	0.192698488995	0.313282785851	0.174322002504	0.0267627146925	0.0553103832691
RPS23B: protein biosynthesis*	-0.122784289512	-0.0168055255036	0.0409029741325	0.12765400641	-0.951661795388	-0.699340670997	-0.637412050369	-0.0980832862596	0.469202289842	0.195664109325	0.133378451232	0.239568556294
RPL6A: protein biosynthesis*	-0.251154797739	-0.148263058782	-0.106502960553	-0.134582424363	-1.06588396199	-0.713770102206	-0.484103882133	-0.155824716879	-0.0470840109632	0.024388546897	-0.167052102373	-0.0670598308041
RPS8A: protein biosynthesis	-0.202385186561	0.0161363364758	0.116679355344	0.163204000826	-0.994772105781	-0.756555287751	0	0.221689970339	0.233666133584	0.167918448686	0.173955333112	0.187654445656
RPS4A: protein biosynthesis*	0.0333651532008	0.0970875570141	-0.0407611972001	0.0318173224897	-0.846712474319	-0.703144789261	0	0	-0.102085868612	0.0144462326477	-0.0632823612711	0.0793221191975
RPS7A: protein biosynthesis	0.259388959576	0.204334196064	0.25633006471	0.0985915397664	-1.22609595589	-1.00918549848	-1.80629698291	-1.01438240506	-0.0164667062649	0.0934166497927	0.0945876255643	0.0978555320014
RPL25: protein biosynthesis*	0.361413421407	0.498735933074	0.498064244421	0.250778201693	-1.02440898759	-0.695027279903	-1.23738064705	-1.16668805875	0.559777222854	0.609822961216	0.310661709917	-0.134289654758
RPS17A: protein biosynthesis*	0.23564047104	-0.00296582252019	0.0248845437639	-0.124234386675	-1.31188231586	-1.12276516339	-1.78042609733	-1.90363653159	0.282676382315	0.294766007693	0.233258598147	-0.216290429683
RPL42A: protein biosynthesis	0.188045790236	0.106836927183	-0.148373830781	-0.384974462904	-1.53213421718	-1.73936307351	-2.0	-1.26498951843	0.361131608685	0.374685674471	0.0489312660787	-0.348866215875
ACT1: cell wall organization and biogenesis*	0.191229972665	0.0651364079361	0.33543108772	0.668682152279	-0.519359599141	-0.362572644404	-0.649575670297	-0.510182583559	0.101852128221	0.208413802881	0.257321419683	0.605679486812
SNR17A	-0.34461679059	-0.389824604464	-0.261897747666	0.116217330492	-2.0	-1.57099941396	-1.85417131975	-1.84513164518	-0.237829450512	-0.06980042187	-0.214250373188	0.150691239874
LSM7: nuclear mRNA splicing, via spliceosome*	0.310476316771	0.159184922072	0.345176191191	0.699977478557	-0.142503645103	-0.111451664142	-0.0790190254983	-0.0778106048063	0.569509000333	0.450880912752	0.419729115654	0.756261914236
SEC27: ER to Golgi transport*	0.207194840487	0.19382300425	0.12506988481	0.493476283765	-0.232286486417	-0.327428840642	0	-0.213148935163	0.248642105594	0.307032979561	0.458506126759	0.265768057996
GLC7: 35S primary transcript processing*	0.399679997193	0.348353489154	0.824859795687	0.843320568736	-0.348497449198	-0.367929125579	-1.08388968877	-0.655379611222	0.20373091526	0.0717319542751	0.0871746207368	0.160833041519
EFB1: translational elongation	0.111432289801	-0.189680297538	-0.236426365825	-0.280390993382	-0.557428321259	-0.428316682273	-0.328366588946	-0.457762061561	-0.0312874397771	-0.286534353548	-0.0736420537534	-0.328024590415
RPS10A: protein biosynthesis	0.333711865768	0.27980668184	0.122488570608	-0.410411084708	-0.810985992618	-0.686549399815	-0.474025468681	-2.0	0.289860242414	0.339932645743	0.0905539767239	-0.383989417248
RPL37A: protein biosynthesis	0.180276920013	0.0670081444114	-0.0240406792179	-0.218825266648	-0.598176100885	-0.489161161053	-0.559819057851	-0.619119344416	0.123314107538	0.0865587800281	-0.035408601216	-0.660748610054
RPL18B: protein biosynthesis	-0.118830144173	-0.541302283796	-0.527784290907	-0.729275134787	-1.70134027185	-1.23496798425	-0.957837120394	-1.70630146817	0.127872482463	0.10436780421	0	0
RPS26A: protein biosynthesis	-0.17247206791	0.102155535521	0.146035286445	0.09848428084	-0.905540125887	-0.926041332221	-0.666017540716	-1.06701411387	0.409367758801	-0.304527828907	-0.443518816701	-0.0528753022926
DCN1: protein neddylation*	0.120913086592	0.194857467299	0.326279836217	-0.671203846805	-0.193137595937	-0.120588756073	0.0910200682835	0.318719299497	0.0651150598865	-0.0323475889177	0	0
REC114: meiotic recombination*	0.15318173608	0.158341295835	0.435096139023	-0.158490858529	0.0668858615397	0.10490570281	-0.136204994789	0.253300803294	-0.064869411635	0.145701982776	0.0985328669874	0.172103717774
YOL047C: biological process unknown	0.0695994344134	0.0872176338086	0.768891867482	0.0402415688291	-0.0066800425928	0.105273930824	0.0803997596375	-0.108122668159	0.0147549139837	0.193222633039	0	0.35471835969
MRPL44: protein biosynthesis	-0.0484544591024	-0.103260635887	0.64080147931	-0.312479459569	-0.0667554037284	-0.00122791289046	-0.0119070401792	0.139162289357	0.0355107287958	0.0214205844323	0.196431769533	0.074021420059
TAD3: tRNA modification	0.0829142158026	0.274607912689	0.944790892448	-0.140793111961	-0.490655929423	-0.32516594545	0	0.319578909947	0.266081187534	0.145770112137	-0.094142751334	0
GIM5: tubulin folding	0.40507794479	0.339017055818	0.514267092208	0	0.177025177329	0.115668277044	-0.500849613558	0.37726916794	0.33023304966	0.325624015306	0.12582509248	-0.233764319128
PHO85: protein amino acid phosphorylation*	0.42672115566	0.418562447124	0.889230417768	-0.0335830396324	-0.358790169099	-0.162672308506	0	-0.0442498516784	0.42530328288	0.499189123561	-0.0444908319391	0.0608704369171
SMD2: nuclear mRNA splicing, via spliceosome	0.0832856325852	0.00730204468594	0.637499041964	0	-0.0273793649037	-0.194956891907	0.574184802592	0	0.0868625861051	-0.0122700936966	0.192920799245	-0.201387722506
VPS75: protein-vacuolar targeting	-0.137597696295	0.0240905627129	1.05413762239	-0.0739343149108	-0.473013820993	-0.343352641087	0	-0.233467037262	0.000629269044473	0.135637952871	0.135606678992	-0.236326158581
YLR316C_2	0.0829142158026	0.274607912689	0.944790892448	-0.140793111961	-0.403178116219	-0.0284237541012	0	0	-0.308726537253	-0.165515759452	0.454430720126	-0.170437504164
TAF14: chromatin remodeling*	0.136153493516	0.255231403228	0.212827883565	0.0464863794586	0.0435216605753	0.316447000045	0	0.0884664853017	0.362483656298	-0.0357368126283	0	-0.131129654239
MOB2: protein amino acid phosphorylation*	-0.339299197079	-0.114431654381	0.257790892787	-0.0938339742131	-0.35170209334	-0.147182609611	0	0.23038950294	-0.170858652295	-0.0720019733983	0	-0.865063775018
MEI4: sporulation (sensu Fungi)*	-0.0011849377923	-0.0484950031476	1.19575799328	0.530380865027	0.291777310278	0.128331204254	0.104419921732	0	-0.284385680171	0.039816447096	-0.00536983540105	-0.927553427255
RPL16A: protein biosynthesis	-0.348824102494	0.0795481496536	-0.195698094847	-0.278153183061	-0.404423721971	-0.183917122638	-0.15837466448	-0.164098782657	-0.128310625312	-0.306683834136	-0.607167423426	-1.04336220936
YHR097C: biological process unknown	0.920088844037	1.8316803428	1.47378190446	0.581044331887	0.628698913564	0.537405340495	0.219475464673	0.158171749777	0.47360456792	0.784526844551	-0.392103288739	-1.89166899868
MUD1: nuclear mRNA splicing, via spliceosome	0.437671333296	0.302424717766	0.291887877264	0	0.0417301868074	0.30872488129	-0.00190816780771	0.316838259919	0.294122554422	0.495280149034	0	-0.373285879458
RPS8B: protein biosynthesis	-0.0289942237848	-0.00292264683784	0.10312614552	0.0431992624044	-0.629455706313	-0.732312577992	-0.76006899043	-0.770600709961	0.187627218165	0.0770783003156	-0.258036534507	-1.51155188012
RPL40B: protein biosynthesis*	-0.0531293260184	0.110826530935	0.234029076766	0.0534736743064	-1.0510875245	-0.947413960426	-0.343918239723	-0.198283326813	0.224151190184	0.0902384526588	-0.0932362417708	-1.63043745072
RPS18B: protein biosynthesis	0.351585295384	0.125322366343	0.0861672388458	-0.204611561503	-0.872179032883	-0.650412526384	0	0.909343815839	0.294760170183	0.0511699306433	0.0647335929072	-1.64243676259
RPS21A: protein biosynthesis	0.229690050003	0.00795749814195	-0.0322267399939	-0.311174303283	-1.40374839314	-1.46292897699	0.384671590656	0	0.106376354305	-0.143728267797	-0.229204614851	-2.0
RPS6B: protein biosynthesis	0.238770906511	-0.0283226511004	0.11656796825	0.0770709231058	-0.492883948892	-0.249219475174	0.350787138237	0.217235673626	0.207123943936	-0.00968599144435	-0.270885720674	-0.740510432223
RPS7B: protein biosynthesis	0.0765541531805	-0.384545181255	-0.718124301166	-0.760779383495	-0.84509573555	-1.00797433312	-1.24323670225	0.218442680164	0.084205803268	-0.121019273817	-1.33033871964	-1.6275729315
YKL186C_6	-0.0742814887005	-0.220781938024	-0.102070264918	-0.0165401163736	-0.0425982329077	0.0199915558087	-0.37209544284	0	-0.246943967849	-0.261081039143	0.0389145048227	-0.765669022022
DYN2: microtubule-based process*	0.0719703835435	0.0822476328376	0.0698377742331	0.198092032645	-0.0982364752748	0.13865311707	-0.669161664685	0.479341115121	-0.0674522117207	-0.11614522716	-0.080275616543	-1.21206535276
ARP9: chromatin remodeling	0.565917804137	0.731949262278	0.635111669043	0.455452101941	0.486020858266	0.351131579929	0	0.652984486872	0.454810664983	0.337025935079	0.541493200582	-0.0510086694393
POP8: rRNA processing*	-0.117790784795	-0.401125160971	-0.185114872315	0.115311199942	0.242692856528	0.125012129261	-0.17950838205	-0.224558955699	0.353591887023	0.141009551416	-0.909187999393	-1.22344489462
RPL27B: protein biosynthesis	-0.0773621691065	-0.374556554534	-0.516410307416	-0.240667671086	0.0769580197811	-0.0655509845029	0.0713073987009	0.27080627812	0.189843486097	-0.047359363339	-0.705980763371	-1.04217070948
CNB1: cell wall organization and biogenesis*	0.103634296938	0.305923841474	0.469988922817	0.200959673294	0.0676879796284	0.00734087394804	0	0	-0.35102521498	-0.184921003967	-0.568421920634	-0.0222441949477
ARP2: actin filament organization*	0.369636850065	0.633957599247	0.864615268091	0.847104199037	-0.210435685489	-0.145773881957	0.0719437292335	0.291409215153	0.0149485200047	-0.0837113272781	0.00173643368827	-0.011491434083
UBC5: endocytosis*	0.294362847987	0.615211457849	1.04983747164	1.0631358955	0.170241929761	0.190431370338	0.365963143446	0.479359518826	-0.0207730721195	0.0258481851371	-0.339913601378	0
IST1: protein biosynthesis	0.413575690611	0.673674246265	1.71509191506	1.76780079693	0.154859681547	0.180756150621	0	-0.053022286927	0.191651590332	-0.0288460644026	-0.577413727794	-0.509521925968
YRA1: mRNA-nucleus export	0.544018670768	0.511779138603	0.686518830439	0.830669545861	0.135667763277	0.0464738008725	0.191710544888	0.17034434069	0.41669313828	0.286825988148	0	-0.155051879024
COX4: aerobic respiration*	0.485893111861	0.491150020401	0.400800364458	0.511448980229	-0.197454947915	-0.0897757418589	-0.334302949702	-0.0259111693426	-0.0122104134197	-0.100711749545	-0.264352554282	-0.58882865001
NYV1: vesicle fusion	0.625878284278	0.908275580196	1.29994711091	1.39945585409	0.848035962254	0.603785486149	-0.0203747797501	0.12319501635	0.230173268337	0.268198057396	0	-0.0997856763226
LSB3: actin filament organization	0.129335265997	0.569329270518	0.567496752216	0.757768350573	0.305829501754	0.0109697464755	-0.701844453043	0	0.108256888469	-0.162156586916	0.093425926095	-0.196086715606
VPS29: retrograde transport, endosome to Golgi	0.252174645503	0.2974194893	0.671174797776	0.396908177189	0.118472307481	-0.0407868971624	-0.0966639113681	-0.0914000357657	-0.14133490494	-0.0403247868127	0.517518709743	-0.038099261194
COF1: actin filament organization*	0.791888076887	0.617746804029	0.661951841515	1.01476061306	0.115344065549	-0.0932359483579	0	-0.00531291164406	-0.0249295863614	-0.114647638859	0.316004673155	0.217315723842
SAC6: endocytosis*	0.273695656735	0.675113236558	0.877305490019	0.644987029008	0.0703297742581	0.0248710206688	-0.263460737673	0.0239510842276	-0.214088991592	0.286819976617	0.275015230157	0.201027632157
UBC4: response to stress*	0.404085694748	0.606605972035	0.851381800511	0.995546241998	-0.214889709585	-0.0526561290896	-0.305522464383	-0.144829124059	-0.176078716279	0.163287837445	-0.0607540512179	-0.0603012653658
YBR230C: biological process unknown	1.53793693458	2.0	2.0	1.59645523873	0.754643370097	1.13821941727	0.462799358762	-0.227272121367	0.0459860894444	-0.078436080007	0.655726183336	0
YOP1: vesicle-mediated transport	0.640309327344	0.695148211017	0.873128392471	0.8432236677	0.0527522768888	0.0329162379183	-0.365558022314	-0.257096891543	-0.146347503869	-0.244456150348	0	0.526835519352
MAF1: negative regulation of transcription from RNA polymerase III promoter	0.342410548136	0.42398777326	0.916263783534	0.317908083344	-0.0709626344476	-0.470631883613	0.121497389696	-0.118655166766	0.0893402887864	-0.144793452975	0.107969496012	-0.13483814878
RPO26: transcription from RNA polymerase II promoter*	-0.0654935822126	-0.18371043759	-0.131122904496	0.239618865922	-0.105330176694	0.202915282796	0	0	-0.100383771894	-0.0174840308146	-0.111907562407	0.140799136808
DMC1: meiosis*	-0.141780217191	-0.00859256234535	0.167166184069	0.349231920671	0.00470286644614	0.0818132132314	0.129384534104	0.0890604420071	-0.0831364065148	0.0118220871531	-0.22672315392	-0.00877386767789
SCS22: biological process unknown*	-0.108653239582	0.0139927273022	0.0254470018658	0.763515913949	-0.378273438187	-0.0972959501927	0.0161004561459	0.207442188229	0.0523693912866	-0.203128779455	0	0
HOP2: synapsis	-0.122549703789	-0.226624020065	0.013632487241	1.85214725502	-0.377770722634	-0.15257348266	-0.182426904027	-0.130539845341	0.038194419996	-0.00757061635008	0.105850594116	0.65598616429
YBL059W: biological process unknown	0.110874782697	-0.0428131494098	-0.0716077613914	0.922608732821	0.0561730614794	-0.0416136592243	0.123926057832	0.544585905641	0.233252062637	0.018627968586	0	-0.198693010845
YML034W_2	0.419434771687	0.181959131199	0.0701297423299	1.61076194696	0.0210831598291	-0.054521225365	-0.202489665941	0	-0.193518913824	-0.0107257087658	-0.0948294589593	0.432872720834
SRC1: mitotic sister chromatid segregation	0.419434771687	0.181959131199	0.0701297423299	1.61076194696	0.0213122623501	-0.231711981942	0.100035485766	0.530571218326	-0.0585829614177	-0.271081611745	-0.0103153490817	0.0874389699241
TUB3: mitotic sister chromatid segregation*	0.00812064772602	-0.00883305827338	-0.0430195296833	0.279191301173	-0.213290013031	-0.0363583100803	0.0562705679504	-0.120214268185	0.0206335107432	0.167213390327	0.0778191531073	0.0100814666058
HNT1: nucleotide metabolism	0.918969284109	0.695921322564	0.585339548293	0.180321693941	1.35710283418	1.07621882613	1.19444099158	-0.0186827084258	0.164252968744	0.137953696136	0.0592721571757	0.104249163502
GOT1: ER to Golgi transport*	0.71242237916	0.149949674191	-0.0705827244209	-1.11070198128	1.42587898987	0.992336250126	0.857563378761	0.388414981729	0.32966720177	0.0911222187326	-0.269559876402	-0.261568546503
YJL205C-A	0.206343849705	0.176341148116	0.0555134103961	-0.134264910199	0.294186480742	0.362060704741	0.0968933315407	-0.114756232497	0.142452576947	0.123880541402	0.186703029218	0.0330717371769
YDL012C: biological process unknown	0.792320882301	0.829250815552	-0.160328642851	-0.825693049224	1.35737925523	1.21532649441	-0.625323316388	-0.464645718879	-0.313192139663	-0.191938767822	-0.560908026149	-1.04479405337
RPS27A: protein biosynthesis	-0.0426380002687	-0.680066097796	-1.06586237706	-0.701666618915	-0.398661203117	-0.515250379023	-0.562944507515	-0.212519893763	-0.166112036544	0.00263023631739	-0.366231307686	0
NSP1: mRNA-nucleus export*	-0.0192900783932	-0.246836991175	-0.453601566258	-0.286112160386	-0.138860463653	-0.130836348503	0	0	0.0100331122292	0.0434223562897	-0.146412747279	0.062646109154
RPS9A: protein biosynthesis*	-0.161872271913	-0.867632990928	-1.63023562645	-1.45948003281	-1.20900919996	-1.72099763947	-2.0	0.657661149894	0.0212325655097	0.0980422074163	0	1.05103137855
YLR211C: biological process unknown	0.673589218326	0.837607394413	-0.318574344245	0.156491079929	0.506487600707	0.2743471116	-0.244807341198	0.272578818402	-0.0630788780049	-0.11952774666	0	0
MRK1: protein amino acid phosphorylation*	0.473657781163	0.646905803574	-0.758805020907	-0.423273063512	0.386225807445	0.268846582535	-0.331087744874	0	-0.0839106614514	-0.0569448399678	-0.0371698924339	0.137047392061
PCH2: regulation of meiosis	0.057249828469	-0.0302196204925	-1.16180863224	0.0712002471417	0.084211063137	0.479919859864	0	0	-0.174631198598	-0.182439783927	0.69244756801	0.296217722946
ERV1: mitochondrion organization and biogenesis*	0.351560973754	0.317121712667	-0.602308462384	0.0812774749345	0.0671083179107	0.246425836408	-0.456706156171	0.271616115412	0.0622447684833	0.0771175996389	0.337706863489	0.129748078105
YBR219C: biological process unknown	0.375301845418	0.327469531451	-0.434720967337	0.436046478294	0.533505936727	0.516371426731	0.254677061802	0	0.152248738763	0.0782177100013	-0.282285182474	0.27939823276
EPT1: phosphatidylethanolamine biosynthesis	0.103021520005	-0.0103020144607	0.375757782389	0.054875107363	0.265041436298	0.376668809318	-0.214015286128	0.13473084938	-0.186634231339	-0.0791299113346	0.531485144691	0.096890381386
RUB1: protein deneddylation*	-0.277740971711	-0.154324697082	-0.00519434383081	0.197569140174	0.240764943234	0.209632104808	-0.35528021411	-0.0309399212843	0.0351206170763	-0.0775361808931	0	-0.238557201722
HNT2: nucleoside catabolism	0.235063906079	0.053586100017	1.26361563926	0.217091610814	1.35901463717	1.24322900142	-0.482879122821	0.232698075189	0.387144268545	0.445499562447	0.456564338767	0.338992469421
HMRA1: regulation of transcription, mating-type specific	-0.229298525537	-0.0453199472698	0.100721093965	-0.344705146894	0.272516168311	0.125854624678	-1.10890618538	-0.162111415741	-0.0582503614551	0.163733598358	0.554353674037	0.401898102973
YIP3: ER to Golgi transport	0.43640619759	0.671649490403	0.288100891344	-0.879566550595	0.612314000268	0.772753322021	-1.24375456805	0	-0.127231458702	-0.111096956293	0.285066111639	0.565514321985
BOS1: ER to Golgi transport	0.282041172084	0.106286511085	0.154871161623	0	0.145915155955	-0.00521290637337	0	0.202207113844	-0.138776353959	-0.153329448719	0.178452893376	0.189284464324
YKL186C_5	-0.0742814887005	-0.220781938024	-0.102070264918	-0.0165401163736	-0.0922547912683	-0.123281297519	-0.891236095824	0.229467227571	-0.394539644363	-0.337084273881	0	0.22664717718
